,dev,lab,unlab,val
0,0.8407042961854202,0.9685817899612281,0.839586827697523,0.8320137409063487
1,0.840254423251519,0.9660368596131985,0.8413836690316722,0.8340352145525123
2,0.8400331322963424,0.9685168025585322,0.8398574895887494,0.8322744415356561
3,0.8391233068246109,0.9679196603023088,0.8391516908105593,0.831290916296152
4,0.8423184321476863,0.9671021940616461,0.8406229292053774,0.8335518855314988
5,0.839298482124622,0.9638115786589111,0.8368474694619698,0.8316068071585434
6,0.8406005391707787,0.9676275127209152,0.8392393907150588,0.8331637593416065
7,0.8404890408882728,0.9664315076974723,0.8388010374034746,0.8305661192307106
8,0.8405657621530386,0.9680242974024554,0.8407495463468944,0.8323644848970269
9,0.8419403736407941,0.9660213257257754,0.8425778874431749,0.8344832333234642
10,0.8423651099205018,0.9669168992684439,0.8411825856530518,0.8327847939271192
11,0.8425665672008811,0.9674128763950788,0.8381182048694199,0.8310547640690438
12,0.8410254689363332,0.9681274994061544,0.8394857116492391,0.8319256755021907
13,0.8387316217789283,0.967732290808971,0.8388621148574789,0.8309494394522448
14,0.8425652091319743,0.9678808416311555,0.8420639026595885,0.834446174823321
15,0.8412434312013481,0.9687540233135223,0.8412718574684785,0.8334895363220802
16,0.8422110016529377,0.9672143963667063,0.8392703240176284,0.8313139567008387
17,0.8427822223076451,0.9671579163808091,0.84187452886478,0.8338121111576372
18,0.8388939995032092,0.9633426219224929,0.8379792808050128,0.8316371505077067
19,0.8380454040490665,0.9665226684166836,0.8387269557958623,0.8313783718989447
20,0.8411446158702557,0.9682965805897349,0.8395395135305007,0.8326853110240056
21,0.8411246391443106,0.9679378351339927,0.8390333607972386,0.8330873796573051
22,0.8398983570245597,0.9680638955189631,0.839271193240062,0.8309440988760729
23,0.843520272695101,0.9683183420162933,0.839958702799786,0.8337147135000964
24,0.8367325608546917,0.9648691289699994,0.8373389218226974,0.830590153657473
25,0.8401426902184118,0.9680700909632901,0.8386707252766704,0.8302396467098822
26,0.8413726614071773,0.9675280658098366,0.8411017504083105,0.8339349311131695
27,0.8402626257676344,0.9682955363622079,0.8407389976892126,0.8320246783586648
28,0.8410397731340847,0.9691636447723094,0.8391303919884093,0.8315753588309658
29,0.8381965628037088,0.9659501772660476,0.8389654512864998,0.8312666526207556
30,0.840603078328646,0.9664190709590912,0.8411476277443303,0.8332543593186598
31,0.8406165288044853,0.9666750373748633,0.8401494360831839,0.8320627230864306
32,0.8397904056769151,0.9679938818399724,0.8417778397180957,0.8331541850016667
33,0.8425616814539981,0.9692870997465575,0.8416238451578527,0.8317693875386163
34,0.8401415137144236,0.9697351994422764,0.8396494728973113,0.8307539339248949
35,0.8409753817778366,0.9698334760390798,0.837723995834948,0.8302422981995803
36,0.8377794329936684,0.9669886506520786,0.8367812109280778,0.8293077854009775
37,0.8421704640755285,0.9686383685240377,0.8421735724770881,0.8334215466792767
38,0.8421351176041822,0.9687215651457125,0.8398919430123749,0.8319815475207109
39,0.8405960293916555,0.9686180387551968,0.8397747028304863,0.831844961643219
40,0.8410476739589983,0.9691607768719015,0.8392700028706747,0.8314518635089581
41,0.8408210589335516,0.9699591123140776,0.8402110534978207,0.832215472826591
42,0.8399234803823323,0.9681482727711017,0.8409144943018992,0.8308603497651907
43,0.8414518448022695,0.9701719754017318,0.8401383180216134,0.8320651017702542
44,0.8415686644040622,0.9670988413003773,0.8416697176106003,0.8331424593925477
45,0.8444623085168691,0.9628716776004205,0.8420091239084678,0.8348721944368801
46,0.8428745939181402,0.9684470261518775,0.8403799370110753,0.8332123178702137
47,0.8415248604921194,0.9675683631346776,0.8407279608479465,0.8335957371271572
48,0.8413911058352542,0.9667445444143735,0.8398747319198524,0.8326349350122306
49,0.8422870846895071,0.9669633232630217,0.840664852455439,0.8337284885920011
50,0.8413334777721992,0.9683164954185484,0.8383165989654605,0.8300900436364689
51,0.8429525953072766,0.9685026579178295,0.8414457042533232,0.8335253238677979
52,0.8415257499768184,0.9679219768597529,0.8383348092975387,0.8307130804428686
53,0.8413379687529343,0.9676092989169635,0.8405552384365039,0.8320190713955805
54,0.8400153884520898,0.967325909779622,0.839538937591645,0.8315539460915786
55,0.8413146725067726,0.9687310331142867,0.8407104625041227,0.8328003076406626
56,0.8433646018688492,0.9690476380861722,0.8419059277298938,0.8340186577576854
57,0.8417184609633227,0.9686765452990166,0.8416412339153065,0.833179912658838
58,0.8419829597839942,0.9697683923519576,0.8398464369486618,0.8314323469996454
59,0.8372063054488256,0.9645801186561583,0.8386196509183167,0.8298263274706329
60,0.8407340865868786,0.9682175574394373,0.841004904135164,0.8322745671639078
61,0.8424418311852675,0.9679430241768178,0.8402302818125997,0.8332135140895843
62,0.8383283220804656,0.9658828710134212,0.839070321565651,0.8316085742070124
63,0.8427198575093195,0.9685773574388945,0.8416103686912954,0.8342744735571055
64,0.8408067886645977,0.9694162389406791,0.8414698775992339,0.8324740176017468
65,0.8391276139479416,0.9691315579872863,0.8400598429053663,0.830567386975655
66,0.838939400819632,0.9677794724702835,0.8390300008187811,0.8321357387762802
67,0.8415808787712686,0.968728306201788,0.8392577899507729,0.8308778194280771
68,0.842105848972614,0.9676568233049833,0.8416807013103763,0.8334754687089186
69,0.8433986031092129,0.9685959552343076,0.8416732921657796,0.8341457825440628
70,0.8420228343743547,0.9668192450816816,0.839953956905618,0.8321440715056198
71,0.8405955158747158,0.9688990196356407,0.8402108215423946,0.8329671089465801
72,0.8403937440652114,0.9673014271717806,0.8397617376712432,0.832033572747157
73,0.8427326046503506,0.9697742462158202,0.8404007949742923,0.83211468733274
74,0.8421211407734798,0.9678869877870268,0.8416811629950282,0.833425553945395
75,0.8420522653139556,0.9675821845348065,0.8412904247462032,0.83471997151008
76,0.8420620707365186,0.9685926288366317,0.8409336214324084,0.8336393874425152
77,0.8424356258832492,0.9696795734075401,0.8404703581189537,0.8319574768726644
78,0.841938807414128,0.9694127921874705,0.8402230138520167,0.832077551805056
79,0.8433451262804177,0.9676935432048944,0.8397752370460917,0.8332314885579623
80,0.8401848738010113,0.9682829700983485,0.838213570721178,0.8310407024163465
81,0.8421377860582793,0.968113783460397,0.839232509394727,0.8321322688689597
82,0.8414081729375398,0.9704771167956865,0.8408297036067548,0.8325306250498844
83,0.8381162725962125,0.9687607483221936,0.8387200670788084,0.8294438554690432
84,0.8415072899598341,0.9671366455463263,0.8411796582750531,0.832718467253905
85,0.8396887531647316,0.9672570411975567,0.8394550281834884,0.8319077051602876
86,0.8419741548024691,0.9685711195835701,0.841415762470429,0.8337572281177227
87,0.8405380551631635,0.9687963391725837,0.8392708621829393,0.8315845306103049
88,0.841244970835172,0.9686182450789672,0.8400538405740117,0.8311540975020482
89,0.8434105350421024,0.9692710569271674,0.8420669835734079,0.8339663450534527
90,0.8399421902803276,0.9697156376563585,0.8394886894398423,0.8300387611755959
91,0.8415477752685548,0.9680058761284903,0.8415548038769913,0.8338226859386152
92,0.8410654838268571,0.9684800058603287,0.8417733891182636,0.8331083792906542
93,0.8420677386797393,0.967426218665563,0.8423649472644528,0.8347465570156389
94,0.8405413668889267,0.9685461452374093,0.8399199525993988,0.830956307741312
95,0.8404938826194176,0.9676168492207161,0.8421935288302869,0.8330032701675706
96,0.8426677538798407,0.9685890456804862,0.8398627789623769,0.8331100119994237
97,0.8403289593183075,0.968822215612118,0.8398934908660057,0.8318210482597349
98,0.841319061242617,0.9656764074013783,0.8404947065445312,0.8340873626562267
99,0.8410757385767423,0.9674928062237227,0.8397431510758692,0.8330967417130103
